ID	ALIGNMENT	COGIDS	CONCEPT	DOCULECT	SUBGROUP	FORM	SPANISH	TOKENS	VALUE	BORROWING	MORPHEMES	NOTE	SOURCE
5609	t u t a	4463	night	Ayacucho	Quechua	tuta	noche	t u t a	tuta				soto1976
5610	t u t a	4463	night	Bobonaza	Quechua	tuta	noche	t u t a	tuta				orrwrisley1981
5611	t u t a	4463	night	Cacra-Hongos	Quechua	tuta	noche	t u t a	tuta				shimelman2017
5612	t u t a	4463	night	Chachapoyas	Quechua	tuta	noche	t u t a	tuta				taylor2006
5613	ts a k e	35	night	Chacpar	Quechua	tsake	noche	ts a k e	tsake				heggarty2005
5614	t u t a	4463	night	Chetilla	Quechua	tuta	noche	t u t a	tuta				heggarty2005
5615	w e e n	4465	night	Chipaya	Uru-Chipaya	ween	noche	w e e n	ween(a)				heggarty2005
5616	t u t a	4463	night	Curva	Quechua	tuta	noche	t u t a	tuta				heggarty2005
5617	t u t a	4463	night	Cuzco	Quechua	tuta	noche	t u t a	tuta				heggarty2005
5618	t u t a	4463	night	CuzquenoAntiguo	Quechua	ttuta	noche	t u t a	ttuta				holguin1608
5619	tʃ a k ai	35	night	Huallaga	Quechua	čaka.y	noche	tʃ a k ai	čaka.y				heggarty2005
5620	t u t a	4463	night	Huanca	Quechua	tuta	noche	t u t a	tuta				cerron2018
5622	a r u m a	4467	night	Huancane	Aymara	aruma	noche	a r u m a	aruma				heggarty2005
5623	t u t a	4463	night	Huangascar	Quechua	tuta	noche	t u t a	tuta				shimelman2017
5624	p a q a s	4464	night	Raimondi	Quechua	paqas	noche	p a q a s	paqas				parkerchavez1976
5625	t u t a	4463	night	Imbabura	Quechua	tuta	noche	t u t a	tuta				gomez2009
5626	t u t a	4463	night	Inkawasi	Quechua	tuta	noche	t u t a	tuta				heggarty2005
5627	uiː j aː n i	4468	night	Iruhito	Uru-Chipaya	ui:yá:ni	noche	uiː j aː n i	ui:yá:ni				cerron2016
5628	a r u m a	4467	night	Jaqaru	Aymara	aruma	noche	a r u m a	aruma				heggarty2005
5629	a r u m a	4467	night	Kawki	Aymara	aruma	noche	a r u m a	aruma				heggarty2005
5630	t u t a	4463	night	Lamas	Quechua	tuta	noche	t u t a	tuta				taylor2006
5631	t u t a	4463	night	Laraos	Quechua	tuta	noche	t u t a	tuta				heggarty2005
5632	t u t a	4463	night	Lincha-Tana	Quechua	tuta	noche	t u t a	tuta				shimelman2017
5633	t u t a	4463	night	Maragua	Quechua	tuta	noche	t u t a	tuta				heggarty2005
5634	t u t a	4463	night	Napo	Quechua	tuta	noche	t u t a	tuta				orrwrisley1981
5635	w a ɾ ai	4469	night	Pacaraos	Quechua	waray	noche	w a ɾ ai	waray				adelaar1982
5636	t u t a	4463	night	Pocona	Quechua	tuta	noche	t u t a	tuta				heggarty2005
5637	a r u m a	4467	night	Puki	Aymara	aruma	noche	a r u m a	aruma				heggarty2005
5638	t u t a	4463	night	Puno	Quechua	tuta	noche	t u t a	tuta				heggarty2005
5639	t u t a	4463	night	Putumayo	Quechua	tuta	noche	t u t a	tuta				tandioy1978
5640	t u t a	4463	night	SanPedro	Quechua	tuta	noche	t u t a	tuta				shimelman2017
5641	t u t a	4463	night	Santiagueno	Quechua	tuta	noche	t u t a	tuta				juanatey2021
5642	t o t a	4463	night	SantoTomas	Quechua	tota	noche	t o t a	tota, chiʃsin				santotomas1951
5643	tʃ i s i n	4472	night	SantoTomas	Quechua	chiʃsin	noche	tʃ i s i n	tota, chiʃsin				santotomas1951
5644	t u t a	4463	night	Serena	Quechua	tuta	noche	t u t a	tuta				heggarty2005
5645	a r u m a	4467	night	Sullkatiti	Aymara	aruma	noche	a r u m a	aruma				heggarty2005
5646	t u t a	4463	night	Taquile	Quechua	tuta	noche	t u t a	tuta				heggarty2005
5647	p a χ a s	4464	night	Tarma	Quechua	paxas	noche	p a χ a s	paxas				adelaar1977
5648	t u t a	4463	night	Troje	Quechua	tuta	noche	t u t a	tuta				heggarty2005
5649	uː j aː n i	4468	night	Tsimu	Uru-Chipaya	u:yá:ni	noche	uː j aː n i	u:yá:ni				cerron2016
5650	p a q a s	4464	night	Wari	Quechua	paqas	noche	p a q a s	paqas				parkerchavez1976
5651	p a ɢ a s	4464	night	Yanac	Quechua	paġa.s	noche	p a ɢ a s	paġa.s				heggarty2005
5652	i n t i	6400	sun	Anonimo	Quechua	inti	sol	i n t i	inti				valera1586
5653	i n t i	6400	sun	Apuri	Quechua	inti	sol	i n t i	inti				shimelman2017
5655	i n t i	6400	sun	Apurimac	Quechua	inti	sol	i n t i	inti				camacho2007
5656	i n t i	6400	sun	Arma	Quechua	inti	sol	i n t i	inti				galvez2003
5658	i n t i	6400	sun	Atalla	Quechua	inti	sol	i n t i	inti				heggarty2005
5659	i n t i	6400	sun	Ayacucho	Quechua	inti	sol	i n t i	inti				soto1976
5661	i n d i	6400	sun	Bobonaza	Quechua	indi	sol	i n d i	indi				orrwrisley1981
5662	i n t i	6400	sun	Cacra-Hongos	Quechua	inti	sol	i n t i	inti				shimelman2017
5664	i n d i	6400	sun	Chachapoyas	Quechua	inti	sol	i n d i	inti				taylor2006
5665	i n t i	6400	sun	Chacpar	Quechua	inti	sol	i n t i	inti				heggarty2005
5666	r u p ai	6401	sun	Chetilla	Quechua	rupa.y	sol	r u p ai	rupa.y				heggarty2005
5667	tʰ ( - ) u ɲ i	6403	sun	Chipaya	Uru-Chipaya	thuñi	sol	tʰ u ɲ i	thuñi				heggarty2005
5668	i n t i	6400	sun	Curva	Quechua	inti	sol	i n t i	inti				heggarty2005
5669	i n t i	6400	sun	Cuzco	Quechua	inti	sol	i n t i	inti				heggarty2005
5670	i n t i	6400	sun	CuzquenoAntiguo	Quechua	inti	sol	i n t i	inti				holguin1608
5671	i n t i	6400	sun	Huallaga	Quechua	inti	sol	i n t i	inti				heggarty2005
5672	i n t i	6400	sun	Huanca	Quechua	inti	sol	i n t i	inti				cerron2018
5673	i n t ( - ) i	325	sun	Huancane	Aymara	inti	sol	i n t i	inti				heggarty2005
5674	i n t i	6400	sun	Huangascar	Quechua	inti	sol	i n t i	inti				shimelman2017
5676	i ɲ t i	6400	sun	HuarazHuailas	Quechua	inti	sol	i ɲ t i	inti				parkerchavez1976
5677	i n t i	6400	sun	Imbabura	Quechua	inti	sol	i n t i	inti				gomez2009
5678	r u p ai	6401	sun	Inkawasi	Quechua	rupa.y	sol	r u p ai	rupa.y				heggarty2005
5679	t ( h ) uː ɲ i	6403	sun	Iruhito	Uru-Chipaya	thú:ñi	sol	t h uː ɲ i	thú:ñi, tú:ni				cerron2016
5680	t ( - ) uː n i	6403	sun	Iruhito	Uru-Chipaya	tú:ni	sol	t uː n i	thú:ñi, tú:ni				cerron2016
5681	i n t ( - ) i	325	sun	Jaqaru	Aymara	inti	sol	i n t i	inti				heggarty2005
5682	i n t ( j ) i	325	sun	Kawki	Aymara	intyi	sol	i n t j i	intyi				heggarty2005
5683	i n d i	6400	sun	Lamas	Quechua	inti	sol	i n d i	inti				taylor2006
5684	i n t i	6400	sun	Laraos	Quechua	inti	sol	i n t i	inti				heggarty2005
5685	i n t i	6400	sun	Lincha-Tana	Quechua	inti	sol	i n t i	inti				shimelman2017
5687	i n t i	6400	sun	Maragua	Quechua	inti	sol	i n t i	inti				heggarty2005
5688	i n d i	6400	sun	Napo	Quechua	indi	sol	i n d i	indi				orrwrisley1981
5689	w i l k a	6404	sun	Pacaraos	Quechua	wilka	sol	w i l k a	wilka				adelaar1982
5690	i n d i	6400	sun	Pastaza	Quechua	indi	sol	i n d i	indi				landerman1973
5691	i n t i	6400	sun	Pocona	Quechua	inti	sol	i n t i	inti				heggarty2005
5692	i n t ( - ) i	325	sun	Puki	Aymara	inti	sol	i n t i	inti				heggarty2005
5693	i n t i	6400	sun	Puno	Quechua	inti	sol	i n t i	inti				heggarty2005
5694	i n d i	6400	sun	Putumayo	Quechua	indi	sol	i n d i	indi				tandioy1978
5695	i ɲ t i	6400	sun	Raimondi	Quechua	inti	sol	i ɲ t i	inti				parkerchavez1976
5696	i n t i	6400	sun	SanPedro	Quechua	inti	sol	i n t i	inti				shimelman2017
5698	i n t i	6400	sun	Santiagueno	Quechua	inti	sol	i n t i	inti				juanatey2021
5699	i n d i	6400	sun	SantoTomas	Quechua	indy	sol	i n d i	indy				santotomas1951
5700	i n d i	6400	sun	Serena	Quechua	indi	sol	i n d i	indi				heggarty2005
5701	i n t ( - ) i	325	sun	Sullkatiti	Aymara	inti	sol	i n t i	inti				heggarty2005
5702	i n t i	6400	sun	Taquile	Quechua	inti	sol	i n t i	inti				heggarty2005
5703	i n t i	6400	sun	Tarma	Quechua	inti	sol	i n t i	inti				adelaar1977
5704	i n t i	6400	sun	Troje	Quechua	inti	sol	i n t i	inti				heggarty2005
5705	t ( - ) uː n i	6403	sun	Tsimu	Uru-Chipaya	tú:ni	sol	t uː n i	tú:ni, tó:ni, tú:ñi				cerron2016
5706	t ( - ) oː n i	6403	sun	Tsimu	Uru-Chipaya	tó:ni	sol	t oː n i	tú:ni, tó:ni, tú:ñi				cerron2016
5707	t ( - ) uː ɲ i	6403	sun	Tsimu	Uru-Chipaya	tú:ñi	sol	t uː ɲ i	tú:ni, tó:ni, tú:ñi				cerron2016
5708	i ɲ t i	6400	sun	Wari	Quechua	inti	sol	i ɲ t i	inti				parkerchavez1976
5709	r u p eː	6401	sun	Yanac	Quechua	rupe:	sol	r u p eː	rupe:				heggarty2005
5710	k i ʎ a	4054	moon	Anonimo	Quechua	quilla	luna	k i ʎ a	quilla				valera1586
5711	k i ʎ a	4054	moon	Apuri	Quechua	killa	luna	k i ʎ a	killa				shimelman2017
5712	k i ʎ a	4054	moon	Apurimac	Quechua	killa	luna	k i ʎ a	killa				camacho2007
5713	k i ʎ a	4054	moon	Arma	Quechua	killa	luna	k i ʎ a	killa				galvez2003
5714	k i ʎ a	4054	moon	Atalla	Quechua	kiλa	luna	k i ʎ a	kiλa				heggarty2005
5715	k i ʎ a	4054	moon	Ayacucho	Quechua	killa	luna	k i ʎ a	killa				soto1976
5716	k i ʎ a	4054	moon	Bobonaza	Quechua	quilla	luna	k i ʎ a	quilla				orrwrisley1981
5717	k i ʎ a	4054	moon	Cacra-Hongos	Quechua	killa	luna	k i ʎ a	killa				shimelman2017
5718	k i dʑ a	4054	moon	Chachapoyas	Quechua	killa	luna	k i dʑ a	killa				taylor2006
5719	k i ʎ a	4054	moon	Chacpar	Quechua	kiλa	luna	k i ʎ a	kiλa				heggarty2005
5720	k i dʑ a	4054	moon	Chetilla	Quechua	kidya	luna	k i dʑ a	kidya				heggarty2005
5721	h iː z -	4055	moon	Chipaya	Uru-Chipaya	hiiz	luna	h iː z	hiiz				heggarty2005
5722	k i ʎ a	4054	moon	Curva	Quechua	kiλa	luna	k i ʎ a	kiλa				heggarty2005
5723	k i ʎ a	4054	moon	Cuzco	Quechua	kiλa	luna	k i ʎ a	kiλa				heggarty2005
5724	χ i ʎ a	4054	moon	CuzquenoAntiguo	Quechua	quilla	luna	χ i ʎ a	quilla				holguin1608
5725	k i ʎ a	4054	moon	Huallaga	Quechua	kiλa	luna	k i ʎ a	kiλa				heggarty2005
5726	k i ʎ a	4054	moon	Huanca	Quechua	killa	luna	k i ʎ a	killa				cerron2018
5728	pʰ a χ s i	4056	moon	Huancane	Aymara	phaχsi	luna	pʰ a χ s i	phaχsi				heggarty2005
5729	k i ʎ a	4054	moon	Huangascar	Quechua	killa	luna	k i ʎ a	killa				shimelman2017
5730	k i ʎ a	4054	moon	HuarazHuailas	Quechua	killa	luna	k i ʎ a	killa				parkerchavez1976
5731	k i ʎ a	4054	moon	Imbabura	Quechua	killa	luna	k i ʎ a	killa				gomez2009
5732	k i ʒ a	4054	moon	Inkawasi	Quechua	kiža	luna	k i ʒ a	kiža				heggarty2005
5733	t a t iː t u	4057	moon	Iruhito	Uru-Chipaya	tatí:tu	luna	t a t iː t u	tatí:tu, yí:sh				cerron2016
5734	j iː ʃ -	4055	moon	Iruhito	Uru-Chipaya	yí:sh	luna	j iː ʃ	tatí:tu, yí:sh				cerron2016
5735	p a x ʃ i	4056	moon	Jaqaru	Aymara	paxši	luna	p a x ʃ i	paxši				heggarty2005
5736	p a x ʃ i	4056	moon	Kawki	Aymara	paxši	luna	p a x ʃ i	paxši				heggarty2005
5737	k i dʑ a	4054	moon	Lamas	Quechua	killa	luna	k i dʑ a	killa				taylor2006
5738	k i ʎ a	4054	moon	Laraos	Quechua	kiλa	luna	k i ʎ a	kiλa				heggarty2005
5739	k i ʎ a	4054	moon	Lincha-Tana	Quechua	killa	luna	k i ʎ a	killa				shimelman2017
5740	k i ʎ a	4054	moon	Maragua	Quechua	kiλa	luna	k i ʎ a	kiλa				heggarty2005
5741	k i ʎ a	4054	moon	Napo	Quechua	quilla	luna	k i ʎ a	quilla				orrwrisley1981
5742	k i l a	4054	moon	Pacaraos	Quechua	kila	luna	k i l a	kila				adelaar1982
5743	k i ʎ a	4054	moon	Pastaza	Quechua	quilla	luna	k i ʎ a	quilla				landerman1973
5744	k i ʎ a	4054	moon	Pocona	Quechua	kiλa	luna	k i ʎ a	kiλa				heggarty2005
5745	pʰ a χ s i	4056	moon	Puki	Aymara	phaχsi	luna	pʰ a χ s i	phaχsi				heggarty2005
5746	k i ʎ a	4054	moon	Puno	Quechua	kiλa	luna	k i ʎ a	kiλa				heggarty2005
5747	x i ʎ a	4054	moon	Putumayo	Quechua	quilla	luna	x i ʎ a	quilla				tandioy1978
5748	k i ʎ a	4054	moon	Raimondi	Quechua	killa	luna	k i ʎ a	killa				parkerchavez1976
5749	k i ʎ a	4054	moon	SanPedro	Quechua	killa	luna	k i ʎ a	killa				shimelman2017
5750	k i ʒ a	4054	moon	Santiagueno	Quechua	killa	luna	k i ʒ a	killa				juanatey2021
5751	k i ʎ a	4054	moon	SantoTomas	Quechua	quilla	luna	k i ʎ a	quilla				santotomas1951
5752	k i ʎ a	4054	moon	Serena	Quechua	kiλa	luna	k i ʎ a	kiλa				heggarty2005
5753	pʰ a χ s i	4056	moon	Sullkatiti	Aymara	phaχsi	luna	pʰ a χ s i	phaχsi				heggarty2005
5754	k i ʎ a	4054	moon	Taquile	Quechua	kiλa	luna	k i ʎ a	kiλa				heggarty2005
5755	k i l a	4054	moon	Tarma	Quechua	kila	luna	k i l a	kila				adelaar1977
5756	k i ʒ a	4054	moon	Troje	Quechua	kiža	luna	k i ʒ a	kiža				heggarty2005
5757	p a χ s eː	4056	moon	Tsimu	Uru-Chipaya	páχse:	luna	p a χ s eː	páχse:, tš’í:si				cerron2016
5758	tʃ’ iː s i	4055	moon	Tsimu	Uru-Chipaya	tš’í:si	luna	tʃ’ iː s i	páχse:, tš’í:si				cerron2016
5759	k i ʎ a	4054	moon	Wari	Quechua	killa	luna	k i ʎ a	killa				parkerchavez1976
5760	k i ʎ a	4054	moon	Yanac	Quechua	kiλa	luna	k i ʎ a	kiλa				heggarty2005
5761	k a n tʃ i s̺ ( - )	5464	seven	Anonimo	Quechua	canchis	siete	k a n tʃ i s̺	canchis				valera1586
5762	q a n tʃ i s ( - )	5464	seven	Apuri	Quechua	qanchis	siete	q a n tʃ i s	qanchis				shimelman2017
5763	q a n tʃ i s ( - )	5464	seven	Apurimac	Quechua	qanchis	siete	q a n tʃ i s	qanchis				camacho2007
5764	χ a n tʃ i s ( - )	5464	seven	Arma	Quechua	qanchis	siete	χ a n tʃ i s	qanchis				galvez2003
5765	χ a n tʃ i s ( - )	5464	seven	Atalla	Quechua	χančis	siete	χ a n tʃ i s	χančis				heggarty2005
5766	χ a n tʃ i s ( - )	5464	seven	Ayacucho	Quechua	qanchis	siete	χ a n tʃ i s	qanchis				soto1976
5767	k a n dʒ i s ( - )	5464	seven	Bobonaza	Quechua	canzhis	siete	k a n dʒ i s	canzhis				orrwrisley1981
5768	q a n tʃ i s ( - )	5464	seven	Cacra-Hongos	Quechua	qanchis	siete	q a n tʃ i s	qanchis				shimelman2017
5769	k a n ʈʂ i s ( - )	5464	seven	Chachapoyas	Quechua	kanĉis	siete	k a n ʈʂ i s	kanĉis				taylor2006
5770	q a n tʃ i s ( - )	5464	seven	Chacpar	Quechua	qančis	siete	q a n tʃ i s	qančis				heggarty2005
5771	q a n tʃ i s ( - )	5464	seven	Chetilla	Quechua	qantris	siete	q a n tʃ i s	qantris				quesada1976
5772	p a q a ʎ ( a ) q u	5466	seven	Chipaya	Uru-Chipaya	pa.qaλaqu	siete	p a q a ʎ a q u	pa.qaλaqu				heggarty2005
5773	q a n tʃ i s ( - )	5464	seven	Curva	Quechua	qančis	siete	q a n tʃ i s	qančis				heggarty2005
5774	q a n tʃ i s ( - )	5464	seven	Cuzco	Quechua	qančis	siete	q a n tʃ i s	qančis				heggarty2005
5775	q a n tʃ i s ( - )	5464	seven	Huallaga	Quechua	qančis	siete	q a n tʃ i s	qančis				heggarty2005
5776	h a n ʈʂ i ʃ ( - )	5464	seven	Huanca	Quechua	qantrish	siete	h a n ʈʂ i ʃ	qantrish				cerron1976
5777	h a n ʈʂ i ʃ ( - )	5464	seven	Huanca	Quechua	qantrish	siete	h a n ʈʂ i ʃ	qantrish				cerron1976
5778	p a q a l ( - ) q u	5466	seven	Huancane	Aymara	pa.qalqu	siete	p a q a l q u	pa.qalqu				heggarty2005
5779	q a n tʃ i s ( - )	5464	seven	Huangascar	Quechua	qanchis	siete	q a n tʃ i s	qanchis				shimelman2017
5780	q a ɲ tʃ i s ( - )	5464	seven	HuarazHuailas	Quechua	qanchis	siete	q a ɲ tʃ i s	qanchis				parkerchavez1976
5781	k a n tʃ i s ( - )	5464	seven	Imbabura	Quechua	kanchis	siete	k a n tʃ i s	kanchis				gomez2009
5782	s i e t e	5465	seven	Inkawasi	Quechua	siete	siete	s i e t e	siete	esp			heggarty2005
5783	t a k u	5468	seven	Iruhito	Uru-Chipaya	tḁ́ku	siete	t a k u	tḁ́ku				cerron2016
5784	q a n ʈʂ i s ( i )	325	seven	Jaqaru	Aymara	qanĉisi	siete	q a n ʈʂ i s i	qanĉisi				heggarty2005
5785	q a n ʈʂ i s ( i )	325	seven	Kawki	Aymara	qanĉisi	siete	q a n ʈʂ i s i	qanĉisi, qančisi				heggarty2005
5786	q a n tʃ i s ( i )	325	seven	Kawki	Aymara	qančisi	siete	q a n tʃ i s i	qanĉisi, qančisi				heggarty2005
5787	k a n tʃ i s ( - )	5464	seven	Lamas	Quechua	kanchis	siete	k a n tʃ i s	kanchis				taylor2006
5788	q a n ʈʂ i s ( - )	5464	seven	Laraos	Quechua	qanĉis	siete	q a n ʈʂ i s	qanĉis				heggarty2005
5789	q a n tʃ i s ( - )	5464	seven	Lincha-Tana	Quechua	qanchis	siete	q a n tʃ i s	qanchis				shimelman2017
5790	q a n tʃ i s ( - )	5464	seven	Maragua	Quechua	qančis	siete	q a n tʃ i s	qančis				heggarty2005
5791	k a n dʒ i s ( - )	5464	seven	Napo	Quechua	canzhis	siete	k a n dʒ i s	canzhis				orrwrisley1981
5792	ʁ a ɳ ʈʂ i s ( - )	5464	seven	Pacaraos	Quechua	qantris	siete	ʁ a ɳ ʈʂ i s	qantris				adelaar1982
5793	k a n tʃ i s ( - )	5464	seven	Pastaza	Quechua	canchis	siete	k a n tʃ i s	canchis				landerman1973
5794	ʁ a n tʃ i s ( - )	5464	seven	Pocona	Quechua	γančis	siete	ʁ a n tʃ i s	γančis				heggarty2005
5795	p a q a l ( - ) q u	5466	seven	Puki	Aymara	pa.qalqu	siete	p a q a l q u	pa.qalqu				heggarty2005
5796	q a n tʃ i s ( - )	5464	seven	Puno	Quechua	qančis	siete	q a n tʃ i s	qančis				heggarty2005
5797	k a n tʃ i s ( - )	5464	seven	Putumayo	Quechua	canchis	siete	k a n tʃ i s	canchis				tandioy1978
5798	q a ɲ tʃ i s ( - )	5464	seven	Raimondi	Quechua	qanchis	siete	q a ɲ tʃ i s	qanchis				parkerchavez1976
5799	q a n tʃ i s ( - )	5464	seven	SanPedro	Quechua	qanchis	siete	q a n tʃ i s	qanchis				shimelman2017
5800	q a n tʃ i s ( - )	5464	seven	Santiagueno	Quechua	qanchis	siete	q a n tʃ i s	qanchis			in disuse	juanatey2021
5801	k a n tʃ i s ( - )	5464	seven	SantoTomas	Quechua	canchiz	siete	k a n tʃ i s	canchiz				santotomas1951
5802	k a n dʒ i s ( - )	5464	seven	Serena	Quechua	kandžis	siete	k a n dʒ i s	kandžis				heggarty2005
5803	p a q a ʎ ( - ) q u	5466	seven	Sullkatiti	Aymara	pa.qaλqu	siete	p a q a ʎ q u	pa.qaλqu				heggarty2005
5804	q a n tʃ i s ( - )	5464	seven	Taquile	Quechua	qančis	siete	q a n tʃ i s	qančis				heggarty2005
5805	χ a ɳ ʈʂ i s ( - )	5464	seven	Tarma	Quechua	xanĉis	siete	χ a ɳ ʈʂ i s	xanĉis				adelaar1977
5806	k a n tʃ i s ( - )	5464	seven	Troje	Quechua	kančis	siete	k a n tʃ i s	kančis				heggarty2005
5807	t uː k uː	5468	seven	Tsimu	Uru-Chipaya	tú:ku:	siete	t uː k uː	tú:ku:				cerron2016
5808	q a ɲ tʃ i s ( - )	5464	seven	Wari	Quechua	qanchis	siete	q a ɲ tʃ i s	qanchis				parkerchavez1976
5809	q a n tʃ i s ( - )	5464	seven	Yanac	Quechua	qančis	siete	q a n tʃ i s	qančis				heggarty2005
5810	k oi ʎ u r	6225	star	Anonimo	Quechua	coyllur	estrella	k oi ʎ u r	coyllur				valera1586
5811	l u s i ɾ u	6226	star	Apuri	Quechua	lusiru	estrella	l u s i ɾ u	lusiru	esp			shimelman2017
5812	q oi ʎ u ɾ	6225	star	Apuri	Quechua	quyllur	estrella	q oi ʎ u ɾ	quyllur				shimelman2017
5813	χ ui ʎ u ɾ	6225	star	Arma	Quechua	quyllur	estrella	χ ui ʎ u ɾ	quyllur				galvez2003
5814	l u z i r u	6226	star	Atalla	Quechua	luziru	estrella	l u z i r u	luziru	esp			heggarty2005
5815	χ oi ʎ u ɾ	6225	star	Ayacucho	Quechua	qoyllur	estrella	χ oi ʎ u ɾ	qoyllur				soto1976
5816	ʃ u s i l u	6226	star	Cacra-Hongos	Quechua	lusiru	estrella	ʃ u s i l u	lusiru	esp			shimelman2017
5817	q oi ʎ u l	6225	star	Cacra-Hongos	Quechua	quyllur	estrella	q oi ʎ u l	quyllur				shimelman2017
5818	q ui ʎ a r̥	6225	star	Chacpar	Quechua	quyλaŕ	estrella	q ui ʎ a r̥	quyλaŕ, quyλ.uŕ, χuyλaŕ, χuyλ.uŕ				heggarty2005
5819	q ui ʎ u r̥	6225	star	Chacpar	Quechua	quyλ.uŕ	estrella	q ui ʎ u r̥	quyλaŕ, quyλ.uŕ, χuyλaŕ, χuyλ.uŕ				heggarty2005
5820	χ ui ʎ a r̥	6225	star	Chacpar	Quechua	χuyλaŕ	estrella	χ ui ʎ a r̥	quyλaŕ, quyλ.uŕ, χuyλaŕ, χuyλ.uŕ				heggarty2005
5821	χ ui ʎ u r̥	6225	star	Chacpar	Quechua	χuyλ.uŕ	estrella	χ ui ʎ u r̥	quyλaŕ, quyλ.uŕ, χuyλaŕ, χuyλ.uŕ				heggarty2005
5822	l u z e r u	6226	star	Chetilla	Quechua	luzeru	estrella	l u z e r u	luzeru	esp			heggarty2005
5823	w a r a + w a r a	6227 0	star	Chipaya	Uru-Chipaya	wara.wara	estrella	w a r a + w a r a	wara.wara				heggarty2005
5824	q ui ʎ u r	6225	star	Curva	Quechua	quyλur	estrella	q ui ʎ u r	quyλur				heggarty2005
5825	tʃʼ a s k a	6229	star	Cuzco	Quechua	č'aska	estrella	tʃʼ a s k a	č'aska				heggarty2005
5826	k ui ʎ u r	6225	star	CuzquenoAntiguo	Quechua	coyllur	estrella	k ui ʎ u r	coyllur				holguin1608
5827	q ui ʎ a r	6225	star	Huallaga	Quechua	quyλar	estrella	q ui ʎ a r	quyλar, quyλur				heggarty2005
5828	q ui ʎ u r	6225	star	Huallaga	Quechua	quyλur	estrella	q ui ʎ u r	quyλar, quyλur				heggarty2005
5829	h ui ʎ u r	6225	star	Huanca	Quechua	quyllur	estrella	h ui ʎ u r	quyllur				cerron1976
5831	h ui ʎ u r	6225	star	Jauja	Quechua	quyllur	estrella	h ui ʎ u r	quyllur				cerron1976
5832	w a r a + w a r a	6227 0	star	Huancane	Aymara	wara.wara	estrella	w a r a + w a r a	wara.wara				heggarty2005
5833	l u s i ɾ u	6226	star	Huangascar	Quechua	lusiru	estrella	l u s i ɾ u	lusiru	esp			shimelman2017
5834	q ai ʎ u ɾ	6225	star	HuarazHuailas	Quechua	qayllur	estrella	q ai ʎ u ɾ	qayllur				parkerchavez1976
5835	l u z i ɾ u	6226	star	Imbabura	Quechua	luziru	estrella	l u z i ɾ u	luziru	esp			gomez2009
5836	χ u j a r	6225	star	Inkawasi	Quechua	χuyar	estrella	χ u j a r	χuyar				heggarty2005
5837	ts a q o l -	191	star	Iruhito	Uru-Chipaya	tsaqól	estrella	ts a q o l	tsaqól				cerron2016
5838	w a r a + x a - - - -	6227 0	star	Jaqaru	Aymara	wara.xa	estrella	w a r a + x a	wara.xa				heggarty2005
5839	w a r a + x a - - - -	6227 0	star	Kawki	Aymara	wara.xa	estrella	w a r a + x a	wara.xa				heggarty2005
5840	l u s e r o	6226	star	Lamas	Quechua	lusero	estrella	l u s e r o	lusero	esp			park1976
5841	q ui ʎ u r	6225	star	Laraos	Quechua	quyλur	estrella	q ui ʎ u r	quyλur				heggarty2005
5842	l u s i ɾ u	6226	star	Lincha-Tana	Quechua	lusiru	estrella	l u s i ɾ u	lusiru	esp			shimelman2017
5843	q oi ʎ u ɾ	6225	star	Lincha-Tana	Quechua	quyllur	estrella	q oi ʎ u ɾ	quyllur				shimelman2017
5844	tʃʼ a s k a	6229	star	Maragua	Quechua	č'aska	estrella	tʃʼ a s k a	č'aska				heggarty2005
5845	l oː s e ɾ o	6226	star	Pacaraos	Quechua	loosero	estrella	l oː s e ɾ o	loosero	esp			adelaar1982
5846	i s t i r i ʎ a	6230	star	Pastaza	Quechua	istirilla	estrella	i s t i r i ʎ a	istirilla	esp			landerman1973
5847	tʃʼ a s k a	6229	star	Pocona	Quechua	č'aska	estrella	tʃʼ a s k a	č'aska				heggarty2005
5848	w a r a + w a r a	6227 0	star	Puki	Aymara	wara.wara	estrella	w a r a + w a r a	wara.wara				heggarty2005
5849	tʃʼ a s k a	6229	star	Puno	Quechua	č'aska	estrella	tʃʼ a s k a	č'aska				heggarty2005
5850	q ai ʎ u ɾ	6225	star	Raimondi	Quechua	qayllur	estrella	q ai ʎ u ɾ	qayllur				parkerchavez1976
5851	l u s i ɾ u	6226	star	SanPedro	Quechua	lusiru	estrella	l u s i ɾ u	lusiru	esp			shimelman2017
5852	q o ʒ u ɾ	6225	star	Santiagueno	Quechua	qollur	estrella	q o ʒ u ɾ	qollur				juanatey2021
5853	k ui ʎ o r	6225	star	SantoTomas	Quechua	cuyllor	estrella	k ui ʎ o r	cuyllor			ch’aska: lucero	santotomas1951
5854	e s t - r e ʎ a	6230	star	Serena	Quechua	estrella	estrella	e s t r e ʎ a	estrella	esp			heggarty2005
5855	w a r a + w a r a	6227 0	star	Sullkatiti	Aymara	wara.wara	estrella	w a r a + w a r a	wara.wara				heggarty2005
